".rownames","t","y","estimate","Resid"
"R1",1935,-0.47384789141098,-0.459214807736999,-0.0146330836739817
"R1",1936,-0.47384789141098,-0.486057947595044,0.012210056184064
"R1",1937,-0.47384789141098,-0.54229372187813,0.0684458304671496
"R1",1938,-0.47384789141098,-0.58098242052245,0.10713452911147
"R1",1939,-0.47384789141098,-0.583522024963673,0.109674133552692
"R1",1940,-0.47384789141098,-0.534539463897646,0.060691572486666
"R1",1941,-0.47384789141098,-0.49099303457002,0.01714514315904
"R1",1942,-0.47384789141098,-0.490171578809399,0.0163236873984189
"R1",1943,-0.47384789141098,-0.751813259830173,0.277965368419192
"R1",1944,-0.47384789141098,-0.632218976597754,0.158371085186774
"R1",1945,-0.47384789141098,-0.508970143753622,0.0351222523426419
"R1",1946,-0.47384789141098,-0.45686036037026,-0.0169875310407205
"R1",1947,-0.47384789141098,-0.451711844567579,-0.022136046843401
"R1",1948,-0.47384789141098,-0.472446479651957,-0.00140141175902342
"R1",1949,-0.47384789141098,-0.522607750656759,0.0487598592457787
"R1",1950,-0.47384789141098,-0.528417946760724,0.0545700553497436
"R1",1951,-0.47384789141098,-0.481143385988714,0.00729549457773415
"R1",1952,-0.47384789141098,-0.458834149436607,-0.0150137419743735
"R1",1953,-0.47384789141098,-0.456209176274663,-0.0176387151363172
"R1",1954,-0.47384789141098,-0.456891182644394,-0.016956708766586
"R1",1955,-0.47384789141098,-0.465638169451877,-0.00820972195910291
"R1",1956,-0.47384789141098,-0.487812492516242,0.0139646011052619
"R1",1957,-0.47384789141098,-0.496829386033172,0.0229814946221913
"R1",1958,-0.47384789141098,-0.499089856190637,0.025241964779657
"R1",1959,-0.47384789141098,-0.506363011273983,0.0325151198630027
"R1",1960,-0.47384789141098,-0.502846663311598,0.0289987719006182
"R1",1961,-0.47384789141098,-0.483456655564536,0.00960876415355555
"R1",1962,-0.47384789141098,-0.441936280131087,-0.0319116112798929
"R1",1963,-0.47384789141098,-0.486704171073783,0.0128562796628024
"R1",1964,-0.47384789141098,-0.520269709675997,0.046421818265017
"R1",1965,-0.47384789141098,-0.536870372741545,0.0630224813305651
"R1",1966,-0.47384789141098,-0.620481631454393,0.146633740043412
"R1",1967,-0.47384789141098,-0.654114009620953,0.180266118209972
"R1",1968,-0.47384789141098,-0.550939415292666,0.0770915238816857
"R1",1969,-0.47384789141098,-0.509982659617102,0.0361347682061221
"R1",1970,-0.47384789141098,-0.480009961579224,0.00616207016824333
"R1",1971,-0.47384789141098,-0.463383665505125,-0.0104642259058553
"R1",1972,-0.47384789141098,-0.462789629555747,-0.0110582618552327
"R1",1973,-0.47384789141098,-0.472436543882416,-0.00141134752856453
"R1",1974,-0.47384789141098,-0.502741811898167,0.0288939204871867
"R1",1975,-0.47384789141098,-0.525330926435052,0.0514830350240716
"R1",1976,-0.47384789141098,-0.536845931357223,0.0629980399462427
"R1",1977,-0.47384789141098,-0.548696624229374,0.074848732818394
"R1",1978,-0.47384789141098,-0.516194533647533,0.0423466422365525
"R1",1979,-0.47384789141098,-0.507880714588586,0.0340328231776056
"R1",1980,-0.47384789141098,-0.492746284909072,0.0188983934980915
"R1",1981,-0.47384789141098,-0.465120809550926,-0.00872708186005422
"R1",1982,-0.47384789141098,-0.459029374642655,-0.0148185167683257
"R1",1983,-0.47384789141098,-0.453834192997346,-0.0200136984136343
"R1",1984,-0.47384789141098,-0.48305204807246,0.00920415666147939
"R1",1985,-0.47384789141098,-0.486407299447393,0.012559408036413
"R1",1986,-0.47384789141098,-0.490358439576069,0.0165105481650885
"R1",1987,-0.47384789141098,-0.48219020924255,0.00834231783157025
"R1",1988,-0.47384789141098,-0.566841147242396,0.0929932558314158
"R1",1989,-0.47384789141098,-0.483793813308687,0.00994592189770677
"R1",1990,-0.47384789141098,-0.517341832290333,0.0434939408793526
